Clone_ID,Gene,Ensembl_Gene,UniGene,EntrezGene,GenBank Acc.,Ensembl* Chr,Start (bp),End (bp),Strand,Clone_ID
IMAGE:487458,,ENSG00000196959,Hs.535486,0,AA043416,16,54394267,54424576,-1,IMAGE:487458
IMAGE:1321598,,, ,, ,,,,,IMAGE:1321598
IMAGE:46154,BAP1,ENSG00000163930,Hs.106674,8314,H09065,3,52410069,52419058,-1,IMAGE:46154
IMAGE:146081,ZNF238,ENSG00000179456,Hs.69997,10472,R79722,1,242281208,242287401,1,IMAGE:146081
IMAGE:198874,TMEM143,ENSG00000161558,Hs.351335,55260,H82874,19,53527425,53559009,-1,IMAGE:198874
IMAGE:204558,ITGB3BP,ENSG00000142856,Hs.166539,23421,BX093150,1,63679032,63761453,-1,IMAGE:204558
IMAGE:448190,BIRC2,ENSG00000110330|ENSG00000188157,Hs.696238,329,AA702174,1,945366,981355,1,IMAGE:448190
IMAGE:279009,LOC150383,ENSG00000205643,Hs.592209,150383,N98995,22,45018575,45024864,-1,IMAGE:279009
IMAGE:327082,,,Hs.597483,0,W02693,chr8,54590283,54599044,-,IMAGE:327082
IMAGE:20115,SLC9A6,ENSG00000198689,Hs.62185,10479,R25001,X,134895252,134957092,1,IMAGE:20115
IMAGE:321470,RAB6A,,Hs.535586,5870,W32303,chr2,130440634,130454515,-,IMAGE:321470
IMAGE:858181,KIAA0256,ENSG00000138593,Hs.9997,9728,AA633872,15,47068259,47125987,-1,IMAGE:858181
IMAGE:46070,,,Hs.533401,0,H08961,chr7,142676568,142678374,+,IMAGE:46070
IMAGE:51843,,,Hs.657844,0,H24309,,,,,IMAGE:51843
IMAGE:503215,MSRB2,ENSG00000120329,Hs.461420,22921,AA151723,5,140662381,140663778,-1,IMAGE:503215
IMAGE:796152,FRMD6,ENSG00000139926,Hs.434914,122786,AA461078,14,51025605,51267192,1,IMAGE:796152
IMAGE:430276,,, ,, ,,,,,IMAGE:430276
IMAGE:591116,NUPL1,ENSG00000139496,Hs.310453,9818,AA158352,13,24773666,24814561,1,IMAGE:591116
IMAGE:325513,S100A13,ENSG00000189171,Hs.516505,6284,BX092408,1,151857899,151873192,-1,IMAGE:325513
IMAGE:113318,,, ,, ,,,,,IMAGE:113318
IMAGE:178818,SHROOM2,ENSG00000163568,Hs.567236,357,H49454,1,157298899,157313271,-1,IMAGE:178818
IMAGE:788309,C19orf2,ENSG00000105176,Hs.466391,8725,AA452649,19,35106391,35198451,1,IMAGE:788309
IMAGE:149179,EFCAB2,ENSG00000203666,Hs.134857,84288,R82595,1,243199794,243352916,1,IMAGE:149179
IMAGE:266295,C1orf201,ENSG00000001460,Hs.403187,90529,N35642,1,24556076,24614174,-1,IMAGE:266295
IMAGE:884272,,,Hs.700685,0,AA668811,,,,,IMAGE:884272
IMAGE:489535,NRP1,ENSG00000099250,Hs.131704,8829,BX103877,10,33506426,33665196,-1,IMAGE:489535
IMAGE:267725,CHMP2A,ENSG00000130724,Hs.12107,27243,N25578,19,63754746,63758298,-1,IMAGE:267725
IMAGE:196433,PLA2R1,ENSG00000153246,Hs.410477,22925,R91516,2,160506258,160627367,-1,IMAGE:196433
IMAGE:145284,NCOA2,ENSG00000140396|ENSG00000163220,Hs.446678,10499,R77864,1,151596954,151600126,1,IMAGE:145284
IMAGE:244058,CDCA7,ENSG00000144354,Hs.470654,83879,N38809,2,173927807,173941964,1,IMAGE:244058
IMAGE:204624,,, ,, ,,,,,IMAGE:204624
IMAGE:809422,CAB39,ENSG00000135932,Hs.632536,51719,AA459901,2,231285909,231394024,1,IMAGE:809422
IMAGE:416049,CCDC53,ENSG00000120860,Hs.405692,51019,CR745555,12,100930851,100979977,-1,IMAGE:416049
IMAGE:327195,NPAL2,ENSG00000104361,Hs.309489,79815,W02765,8,99273563,99375797,-1,IMAGE:327195
IMAGE:768561,CCL2,ENSG00000108691|ENSG00000127528,Hs.303649,6347,AA425102,19,16296637,16299683,1,IMAGE:768561
IMAGE:340642,C4orf30,ENSG00000163257,Hs.655841,54876,W56753,4,17411376,17421479,-1,IMAGE:340642
IMAGE:811142,PIK3R2,ENSG00000105647,Hs.371344,5296,AA486452,19,18124966,18149927,1,IMAGE:811142
IMAGE:297895,LST1,,Hs.436066,7940,N70057,chr6_,2801557,2804269,+,IMAGE:297895
IMAGE:85614,LEPROTL1,ENSG00000104660|ENSG00000108021,Hs.146585,23484,T62031,10,5766807,5845709,1,IMAGE:85614
IMAGE:839583,PRPF6,ENSG00000101161|ENSG00000151718,Hs.31334,24148,AA489815,4,184351762,184476893,1,IMAGE:839583
IMAGE:50477,ZAK,ENSG00000091436,Hs.444451,51776,H17033,2,173648811,173840979,1,IMAGE:50477
IMAGE:288995,TOMM70A,ENSG00000154174,Hs.227253,9868,CR745450,3,101564999,101602932,-1,IMAGE:288995
IMAGE:502603,RAB23,ENSG00000112210,Hs.555016,51715,AA134570,6,57161566,57195037,-1,IMAGE:502603
IMAGE:950098,CHMP4C,ENSG00000164695,Hs.183861,92421,AA598402,8,82807243,82834305,1,IMAGE:950098
IMAGE:416309,ZNF93,ENSG00000081665,Hs.301059,81931,W86185,19,19872755,19907860,1,IMAGE:416309
IMAGE:770192,LGALS9,ENSG00000168961,Hs.81337,3965,AA434102,17,22980951,23000706,1,IMAGE:770192
IMAGE:666156,,,Hs.661419,0,AA233677,,,,,IMAGE:666156
IMAGE:27277,,,Hs.511979,0,BX113544,chr7,97678713,97682690,+,IMAGE:27277
IMAGE:152289,PKIB,,Hs.486354,5570,H04865,chr6,122834766,122847042,+,IMAGE:152289
IMAGE:270561,ATP6V1C1,ENSG00000155097,Hs.86905,528,BX091643,8,104102445,104154460,1,IMAGE:270561
IMAGE:1472719,SUMO3,ENSG00000144791|ENSG00000184900,Hs.474005,6612,AA872379,21,45049960,45062472,-1,IMAGE:1472719
IMAGE:71434,PSME1,ENSG00000092010,Hs.75348,5720,T47815,14,23675218,23678015,1,IMAGE:71434
IMAGE:785845,TFAM,ENSG00000108064,Hs.642966,7019,AA449551,10,59815182,59830161,1,IMAGE:785845
IMAGE:296483,,, ,, ,,,,,IMAGE:296483
IMAGE:358549,KIAA1166,ENSG00000126970,Hs.28249,55906,W96149,X,64052987,64171318,-1,IMAGE:358549
IMAGE:230341,FLJ21272,ENSG00000168681,Hs.612891,80100,BX104412,1,143700666,143702722,1,IMAGE:230341
IMAGE:321163,ATP5S,ENSG00000125375,Hs.438489,27109,W52999,14,49848797,49872026,1,IMAGE:321163
IMAGE:289757,PPP1R3E,ENSG00000100829,Hs.601513,90673,N62985,14,22834970,22841897,-1,IMAGE:289757
IMAGE:214448,RNF10,ENSG00000022840,Hs.442798,9921,H73586,12,119456538,119499740,1,IMAGE:214448
IMAGE:322154,,ENSG00000187451,Hs.655037,0,W37763,17,42480430,42483361,1,IMAGE:322154
IMAGE:489810,GBF1,ENSG00000107862,Hs.290243,8729,AA102089,10,103995299,104132639,1,IMAGE:489810
IMAGE:1034776,RASSF4,ENSG00000107551,Hs.522895,83937,AA621535,10,44775225,44810174,1,IMAGE:1034776
IMAGE:52749,KIAA0701,ENSG00000111647,Hs.620701,23074,H29682,12,98954996,99060773,-1,IMAGE:52749
IMAGE:510272,CNIH4,ENSG00000143771,Hs.445890,29097,AA053139,1,222611183,222633777,1,IMAGE:510272
IMAGE:279771,,,Hs.658849,0,BX116503,,,,,IMAGE:279771
IMAGE:430265,C9orf73,,Hs.535950,286371,BX107953,chr9,92964970,92967679,+,IMAGE:430265
IMAGE:593838,,,Hs.657997,0,AA166743,,,,,IMAGE:593838
IMAGE:287411,,,Hs.555917,0,N69781,chrX,21580442,21582726,+,IMAGE:287411
IMAGE:123774,,,Hs.676749,0,R01197,,,,,IMAGE:123774
IMAGE:769513,MKI67,ENSG00000148773,Hs.80976,4288,AA425973,10,129784913,129814645,-1,IMAGE:769513
IMAGE:788354,,,Hs.99298,0,BX090618,chr12,121522099,121522697,+,IMAGE:788354
IMAGE:148810,MDFIC,ENSG00000135272,Hs.427236,29969,H13474,7,114349445,114446501,1,IMAGE:148810
IMAGE:266324,TRPV2,ENSG00000187688,Hs.279746,51393,N34617,17,16259613,16281040,1,IMAGE:266324
IMAGE:770675,TMED2,ENSG00000086598,Hs.75914,10959,AA476282,12,122635029,122648634,1,IMAGE:770675
IMAGE:878689,MGAT1,ENSG00000131446,Hs.519818,4245,AA775378,5,180150147,180175147,-1,IMAGE:878689
IMAGE:284220,CD22,ENSG00000186318,Hs.643440,933,N53534,11,116661627,116692182,-1,IMAGE:284220
IMAGE:897594,RNPS1,,Hs.355643,10921,AA496879,chr16,2243124,2247427,-,IMAGE:897594
IMAGE:239958,POM121,ENSG00000101265,Hs.655217,9883,H82035,20,4708670,4752291,-1,IMAGE:239958
IMAGE:124808,,,Hs.670359,0,R01127,,,,,IMAGE:124808
IMAGE:296741,,,Hs.659786,0,N74055,,,,,IMAGE:296741
IMAGE:191826,SLC25A37,,Hs.122514,51312,H40449,chr8,23454927,23485661,+,IMAGE:191826
IMAGE:357285,,,Hs.656929,0,W93682,,,,,IMAGE:357285
IMAGE:322443,SLC16A9,ENSG00000165449,Hs.499709,220963,W39215,10,61080529,61165766,-1,IMAGE:322443
IMAGE:200136,TOPBP1,ENSG00000066230,Hs.53454,11073,BX092549,5,526425,577447,-1,IMAGE:200136
IMAGE:324383,FGF2,ENSG00000138685,Hs.284244,2247,W51760,4,123967313,124038840,1,IMAGE:324383
IMAGE:811046,CRIP2,ENSG00000081248|ENSG00000182809,Hs.534309,1397,AA485591,14,105012176,105017543,1,IMAGE:811046
IMAGE:47783,MYST2,ENSG00000136504,Hs.21907,11143,H11938,17,45221057,45261455,1,IMAGE:47783
IMAGE:45728,QSOX2,ENSG00000165661,Hs.657864,169714,BX115794,9,137879493,138277508,-1,IMAGE:45728
IMAGE:796946,SMC3,ENSG00000146830,Hs.24485,9126,AA463411,7,100115066,100124806,-1,IMAGE:796946
IMAGE:219961,FZD3,ENSG00000104290,Hs.40735,7976,H85704,8,28407692,28477878,1,IMAGE:219961
IMAGE:359440,ANKRD31,ENSG00000145700,Hs.482533,256006,BX119806,5,74478817,74568459,-1,IMAGE:359440
IMAGE:123539,,,Hs.656373,0,R00809,,,,,IMAGE:123539
IMAGE:296468,,,Hs.659716,0,N70203,,,,,IMAGE:296468
IMAGE:196187,,, ,, ,,,,,IMAGE:196187
IMAGE:666879,ANXA8L1,ENSG00000150165,Hs.524293,728113,AA235002,10,46577992,46594128,-1,IMAGE:666879
IMAGE:788363,SERF1A,ENSG00000172058|ENSG00000205572,Hs.658079,8293,AA453032,5,69356852,69374696,1,IMAGE:788363
IMAGE:148838,,,Hs.592819,0,H13490,chr14,52578143,52581133,-,IMAGE:148838
IMAGE:266631,,,Hs.42419,0,N22766,chr3,121593829,121594574,+,IMAGE:266631
IMAGE:586958,SDF2L1,,Hs.303116,23753,AA130984,,,,,IMAGE:586958
IMAGE:896921,ME3,ENSG00000151376,Hs.199743,10873,AA779401,11,85829798,86061075,-1,IMAGE:896921
IMAGE:298612,CDC5L,ENSG00000096401,Hs.485471,988,N74285,6,44463457,44525608,1,IMAGE:298612
IMAGE:767345,,,Hs.659405,0,AA418633,,,,,IMAGE:767345
IMAGE:469704,SCFD1,ENSG00000092108,Hs.369168,23256,AA027992,14,30161272,30279396,1,IMAGE:469704
IMAGE:234425,RELL1,,Hs.283378,768211,H93264,chr4,37288650,37291188,-,IMAGE:234425
IMAGE:296838,,,Hs.544205,0,N74210,,,,,IMAGE:296838
IMAGE:344825,LIAS,ENSG00000121897,Hs.550502,11019,W76202,4,39137060,39155664,1,IMAGE:344825
IMAGE:429704,SLAIN2,ENSG00000109171,Hs.479677,57606,AA011654,4,48038400,48122825,1,IMAGE:429704
IMAGE:322511,TMEM30B,ENSG00000182107,Hs.659339,161291,BX118994,14,60814159,60817712,-1,IMAGE:322511
IMAGE:199645,NCSTN,ENSG00000162736,Hs.517249,23385,R96527,1,158579678,158595366,1,IMAGE:199645
IMAGE:359723,GFM1,ENSG00000168827,Hs.518355,85476,AA010761,3,159845011,159893055,1,IMAGE:359723
IMAGE:436029,S100A12,ENSG00000169427,Hs.19413,6283,AA700005,8,140693986,140784481,-1,IMAGE:436029
IMAGE:784255,EIF2A,ENSG00000144895,Hs.655782,83939,AA447028,3,151747209,151786492,1,IMAGE:784255
IMAGE:45771,ANAPC1,ENSG00000153107,Hs.436527,64682,H08575,2,112243113,112358212,-1,IMAGE:45771
IMAGE:594079,,,Hs.665643,0,AA169567,,,,,IMAGE:594079
IMAGE:797000,UBIAD1,ENSG00000120942,Hs.522933,29914,AA463500,1,11255850,11277699,1,IMAGE:797000
IMAGE:300015,FNTA,ENSG00000168522,Hs.370312,2339,W06970,8,43030599,43060080,1,IMAGE:300015
IMAGE:810773,IFT140,ENSG00000187535,Hs.389438,9742,BX111250,16,1500429,1600859,-1,IMAGE:810773
IMAGE:299347,hCG_1814486,,Hs.49902,728724,BX090073,chr8,130297909,130322678,-,IMAGE:299347
IMAGE:126490,,,Hs.655854,0,BX115350,,,,,IMAGE:126490
IMAGE:755506,ANXA4,ENSG00000104964,Hs.422986,307,AA419108,19,3003908,3014010,-1,IMAGE:755506
IMAGE:788405,GAB1,ENSG00000109458,Hs.80720,2549,AA456435,4,144477500,144610728,1,IMAGE:788405
IMAGE:148954,CYP19A1,ENSG00000137869,Hs.654384,1588,H04585,15,49287546,49418099,-1,IMAGE:148954
IMAGE:269733,BNC2,ENSG00000173068,Hs.656581,54796,BX097723,9,16399501,16860786,-1,IMAGE:269733
IMAGE:592818,LRRC8A,,Hs.705420,56262,AA158252,,,,,IMAGE:592818
IMAGE:23794,RAB11FIP3,ENSG00000090565,Hs.531642,9727,T77413,16,415669,512479,1,IMAGE:23794
IMAGE:345787,NDC80,ENSG00000080986,Hs.414407,10403,W72679,18,2561579,2606633,1,IMAGE:345787
IMAGE:897690,HSP90B1,,Hs.192374,7184,AA598758,chr12,102848345,102865835,+,IMAGE:897690
IMAGE:383016,RBAK,ENSG00000146587,Hs.592827,57786,AA074095,7,4989875,5075645,1,IMAGE:383016
IMAGE:340745,,,Hs.371609,0,W56582,chr3,180217704,180220570,-,IMAGE:340745
IMAGE:296136,,, ,, ,,,,,IMAGE:296136
IMAGE:195723,KNG1,ENSG00000171049,Hs.77741,3827,R89067,19,56956265,56965589,1,IMAGE:195723
IMAGE:257197,NRBF2,ENSG00000148572,Hs.449628,29982,N30573,10,64563056,64584789,1,IMAGE:257197
IMAGE:346538,KRT73,ENSG00000186049,Hs.55410,319101,W74418,12,51287622,51298610,-1,IMAGE:346538
IMAGE:120551,LPIN2,ENSG00000101577,Hs.132342,9663,T95515,18,2906994,3001945,-1,IMAGE:120551
IMAGE:377279,,,Hs.355739,0,AA055488,chr19,63500544,63505968,+,IMAGE:377279
IMAGE:50888,PRDX3,ENSG00000165646|ENSG00000165672,Hs.523302,10935,H19202,10,120917205,120928335,-1,IMAGE:50888
IMAGE:742547,TMEM31,ENSG00000179363,Hs.98843,203562,AA400068,X,102852493,102855621,1,IMAGE:742547
IMAGE:46055,PPFIA2,ENSG00000139220,Hs.506216,8499,BX101936,12,80177487,80672131,-1,IMAGE:46055
IMAGE:345330,HOXA2,ENSG00000105996,Hs.592177,3199,W72556,7,27106499,27108919,-1,IMAGE:345330
IMAGE:288677,C8orf38,,Hs.435500,137682,N62402,chr8,96068284,96070588,+,IMAGE:288677
IMAGE:307174,PPP1R12B,ENSG00000077157,Hs.444403,4660,W21525,1,200584459,200824320,1,IMAGE:307174
IMAGE:744362,BBS4,ENSG00000140463,Hs.208681,585,AA621184,15,70765588,70817869,1,IMAGE:744362
IMAGE:294685,,,Hs.597281,0,N71303,chr3,67665856,67666089,-,IMAGE:294685
IMAGE:730037,,,Hs.558422,0,AA416971,chr4,144694569,144694972,-,IMAGE:730037
IMAGE:810625,ANK1,ENSG00000169252,Hs.654438,286,AA464049,5,148186349,148188381,1,IMAGE:810625
IMAGE:788494,FLJ13611,ENSG00000113597,Hs.591760,80006,AA452732,5,64956628,64997648,1,IMAGE:788494
IMAGE:151405,LOC641364,,Hs.586164,641364,BX094213,chr4,139229648,139318781,+,IMAGE:151405
IMAGE:270520,CDC14B,ENSG00000081377,Hs.40582,8555,N29550,9,98298390,98421933,-1,IMAGE:270520
IMAGE:595420,ECHDC1,ENSG00000093144,Hs.486410,55862,AA173573,6,127651550,127706427,-1,IMAGE:595420
IMAGE:32257,SRP9,,Hs.620844,6726,BX103613,chr1,224042327,224043435,+,IMAGE:32257
IMAGE:378955,MALL,ENSG00000103024|ENSG00000144063,Hs.185055,7851,AA778392,2,110198738,110231432,-1,IMAGE:378955
IMAGE:840486,VWF,ENSG00000087053|ENSG00000110799,Hs.440848,7450,AA487787,12,5928301,6104097,-1,IMAGE:840486
IMAGE:195051,,ENSG00000165175,Hs.653545,0,R91137,X,38545651,38550640,1,IMAGE:195051
IMAGE:137349,,,Hs.668975,0,BX111455,,,,,IMAGE:137349
IMAGE:296168,,, ,, ,,,,,IMAGE:296168
IMAGE:487087,INSIG2,,Hs.7089,51141,AA045414,chr2,118562548,118585041,+,IMAGE:487087
IMAGE:504761,ANKRD29,ENSG00000154065,Hs.374774,147463,AA148735,18,19433978,19496849,-1,IMAGE:504761
IMAGE:345637,ASB12,ENSG00000198881,Hs.56281,142689,W72063,X,63360801,63367212,-1,IMAGE:345637
IMAGE:358344,PHF3,ENSG00000196326,Hs.348921,23469,W95950,10,5186335,5217144,-1,IMAGE:358344
IMAGE:364685,CENTB5,ENSG00000131584,Hs.535257,116983,AA024391,1,1217633,1233132,-1,IMAGE:364685
IMAGE:882506,LOXL2,ENSG00000134013,Hs.626637,4017,AA676458,8,23210355,23317667,-1,IMAGE:882506
IMAGE:33076,CHPT1,,Hs.293077,56994,R44048,chr12,100615873,100647555,+,IMAGE:33076
IMAGE:46506,,,Hs.657871,0,BX092071,,,,,IMAGE:46506
IMAGE:41739,DKFZp761B107,ENSG00000181982,Hs.106432,91050,R52726,4,24418912,24590924,-1,IMAGE:41739
IMAGE:288800,,,Hs.659591,0,N62516,,,,,IMAGE:288800
IMAGE:308532,LOC92270,ENSG00000205464,Hs.364045,92270,AI734232,5,81611037,81649981,1,IMAGE:308532
IMAGE:743297,TWISTNB,ENSG00000105849,Hs.353035,221830,AA400421,7,19701610,19715185,-1,IMAGE:743297
IMAGE:286381,,,Hs.659759,0,N67268,,,,,IMAGE:286381
IMAGE:781049,,,Hs.568653,0,AA430093,chr1,55125135,55126230,+,IMAGE:781049
IMAGE:79712,IGF2R,ENSG00000197081,Hs.487062,3482,T62547,6,160310121,160447573,1,IMAGE:79712
IMAGE:796652,TXNDC5,ENSG00000188428,Hs.150837,81567,AA460543,6,7826482,8009646,-1,IMAGE:796652
IMAGE:151477,VGLL3,ENSG00000206538,Hs.435013,389136,H02837,3,87069813,87122947,-1,IMAGE:151477
IMAGE:270558,MRPS30,ENSG00000112996,Hs.591747,10884,N33236,5,44844784,44851371,1,IMAGE:270558
IMAGE:345680,DIRAS3,ENSG00000162595,Hs.194695,9077,W72033,1,68284233,68289902,-1,IMAGE:345680
IMAGE:32696,,, ,, ,,,,,IMAGE:32696
IMAGE:399049,,,Hs.664943,0,AA732983,,,,,IMAGE:399049
IMAGE:343646,MRPL27,ENSG00000108826,Hs.7736,51264,W69555,17,45800230,45805561,-1,IMAGE:343646
IMAGE:108801,C14orf101,ENSG00000070269,Hs.497253,54916,T77893,14,56116264,56185983,1,IMAGE:108801
IMAGE:137647,,,Hs.656932,0,BX114405,,,,,IMAGE:137647
IMAGE:296184,YWHAH,ENSG00000183486,Hs.226755,7533,W02577,21,41655820,41702740,1,IMAGE:296184
IMAGE:262053,GNL3,ENSG00000163938,Hs.313544,26354,H98812,3,52694976,52703548,1,IMAGE:262053
IMAGE:291363,GRLF1,ENSG00000160007,Hs.509447,2909,W03018,19,52113773,52196472,1,IMAGE:291363
IMAGE:782545,HEMGN,ENSG00000136929,Hs.176626,55363,AA431795,9,99728894,99746959,-1,IMAGE:782545
IMAGE:244703,ITGBL1,ENSG00000085377,Hs.696554,9358,N52533,6,105832199,105957662,-1,IMAGE:244703
IMAGE:375682,STEAP1,,Hs.61635,26872,BX103101,,,,,IMAGE:375682
IMAGE:472186,RAB32,ENSG00000118508,Hs.287714,10981,AA057378,6,146906521,146917781,1,IMAGE:472186
IMAGE:46620,,,Hs.657886,0,H10036,,,,,IMAGE:46620
IMAGE:592728,ACP6,,Hs.562154,51205,AA160670,chr1,145585793,145609031,-,IMAGE:592728
IMAGE:40338,CNTNAP2,ENSG00000174469,Hs.655684,26047,R53160,7,145444902,147749019,1,IMAGE:40338
IMAGE:288892,,,Hs.48584,0,BX090624,chrY,4922130,4927691,-,IMAGE:288892
IMAGE:757392,,,Hs.618940,0,AA426110,chr2,114061270,114061601,+,IMAGE:757392
IMAGE:743412,,,Hs.180696,0,BX116815,chr3,80896737,80921195,+,IMAGE:743412
IMAGE:286465,,, ,, ,,,,,IMAGE:286465
IMAGE:666038,RBM39,ENSG00000131051,Hs.282901,9584,AA193573,20,33754955,33793607,-1,IMAGE:666038
IMAGE:427812,INSR,ENSG00000171105,Hs.465744,3643,AA001106,19,7063266,7245011,-1,IMAGE:427812
IMAGE:26759,ZCCHC12,ENSG00000174460,Hs.21417,170261,R38505,X,117841774,117844958,1,IMAGE:26759
IMAGE:151603,TNKS2,ENSG00000107854,Hs.329327,80351,BX116518,10,93548049,93615012,1,IMAGE:151603
IMAGE:270217,ZMYND11,ENSG00000015171|ENSG00000143368,Hs.292265,10771,CR741065,1,148161834,148166860,-1,IMAGE:270217
IMAGE:593537,SEMA3D,ENSG00000153993,Hs.201340,223117,AA165410,7,84462812,84589183,-1,IMAGE:593537
IMAGE:45636,KCNQ3,,Hs.374023,3786,H08544,chr8,133210573,133561739,-,IMAGE:45636
IMAGE:322617,RALB,ENSG00000144118,Hs.469820,5899,W39343,2,120726884,120768753,1,IMAGE:322617
IMAGE:132569,OCIAD1,ENSG00000109180,Hs.518750,54940,R25995,4,48527772,48558588,1,IMAGE:132569
IMAGE:137506,DVL2,ENSG00000004975,Hs.118640,1856,R38325,17,7069385,7078587,-1,IMAGE:137506
IMAGE:296189,SEC14L1,ENSG00000129657|ENSG00000186432,Hs.464184,6397,BX108803,3,161700658,161766070,-1,IMAGE:296189
IMAGE:357681,CTSG,,Hs.421724,1511,W92603,chr14,24112567,24115296,-,IMAGE:357681
IMAGE:278729,,,Hs.633326,0,N62936,chr4,38803294,38804013,-,IMAGE:278729
IMAGE:291657,,,Hs.356055,0,N73461,chr2,206688529,206692391,-,IMAGE:291657
IMAGE:754998,SRP19,,Hs.695968,6728,AA411407,,,,,IMAGE:754998
IMAGE:356863,PNRC2,ENSG00000189266|ENSG00000215700,Hs.512636,55629,W84627,NT_11,29663,33264,1,IMAGE:356863
IMAGE:745003,ZNF76,,Hs.388024,7629,AA626012,chr6,35334736,35371738,+,IMAGE:745003
IMAGE:447786,AUTS2,ENSG00000158321,Hs.700600,26053,AA702350,7,68702576,69895776,1,IMAGE:447786
IMAGE:73638,PTP4A2,ENSG00000147206|ENSG00000184007,Hs.470477,8073,T55728,1,32146380,32176575,-1,IMAGE:73638
IMAGE:809738,MRPL38,ENSG00000204316,Hs.442609,64978,AA454713,17,71406319,71437805,-1,IMAGE:809738
IMAGE:40491,,,Hs.687385,0,BX105575,,,,,IMAGE:40491
IMAGE:289513,,,Hs.544433,0,N62745,chr6,125726816,125727277,-,IMAGE:289513
IMAGE:731043,,,Hs.121392,0,BX113163,chr12,125714177,125740767,-,IMAGE:731043
IMAGE:897773,ANKRD17,ENSG00000132466,Hs.601206,26057,AI732131,4,74159369,74343366,-1,IMAGE:897773
IMAGE:416588,,, ,, ,,,,,IMAGE:416588
IMAGE:129865,AURKA,ENSG00000087586,Hs.250822,6790,R19158,20,54377852,54400800,-1,IMAGE:129865
IMAGE:666172,,, ,, ,,,,,IMAGE:666172
IMAGE:28270,AGTPBP1,ENSG00000135049,Hs.494321,23287,R37357,9,87351275,87546709,-1,IMAGE:28270
IMAGE:151775,,, ,, ,,,,,IMAGE:151775
IMAGE:289599,ZC3H13,ENSG00000158865,Hs.136102,23091,N79738,16,24765053,24830444,1,IMAGE:289599
IMAGE:1472743,LGALS2,ENSG00000205779,Hs.531776,3957,BX108632,22,36298152,36304579,1,IMAGE:1472743
IMAGE:80948,,,Hs.643431,0,T70057,chr4,71740121,71742990,-,IMAGE:80948
IMAGE:712641,TPR,ENSG00000047410,Hs.279640,7175,AA280514,1,184547411,184611383,-1,IMAGE:712641
IMAGE:132215,,,Hs.655507,0,BX100544,,,,,IMAGE:132215
IMAGE:139764,PAPOLG,ENSG00000115421,Hs.387471,64895,R62241,2,60836887,60879600,1,IMAGE:139764
IMAGE:244386,,,Hs.594658,0,N52831,chr5,137713723,137714403,-,IMAGE:244386
IMAGE:206632,APOB,ENSG00000180772,Hs.120759,338,H57779,X,115216031,115219848,1,IMAGE:206632
IMAGE:810173,TICAM1,ENSG00000127666,Hs.29344,148022,AA464279,19,4766944,4782716,-1,IMAGE:810173
IMAGE:149910,SELL,ENSG00000188404,Hs.82848,6402,BX117970,1,167926434,167947461,-1,IMAGE:149910
IMAGE:429764,EBF3,ENSG00000108001,Hs.699395,253738,AA009677,10,131522429,131652081,-1,IMAGE:429764
IMAGE:453147,ZNF174,ENSG00000069869,Hs.155204,7727,AA700196,15,53906423,54073345,-1,IMAGE:453147
IMAGE:742949,CHODL,ENSG00000154645,Hs.283725,140578,AA405781,21,18195451,18561561,1,IMAGE:742949
IMAGE:79655,,ENSG00000116455,Hs.602952,0,T62655,1,111784036,111793353,-1,IMAGE:79655
IMAGE:564549,BLMH,ENSG00000108578,Hs.371914,642,AA101760,17,25599349,25643204,-1,IMAGE:564549
IMAGE:33814,OPRK1,ENSG00000198830|ENSG00000212769,Hs.106795,4986,BX111685,15,27810108,27811300,1,IMAGE:33814
IMAGE:290295,DKKL1,ENSG00000178904,Hs.515855,27120,CR737457,19,37588536,37667076,1,IMAGE:290295
IMAGE:730888,C13orf28,ENSG00000153498,Hs.97592,122258,AA417153,13,112078634,112137004,1,IMAGE:730888
IMAGE:897992,,, ,, ,,,,,IMAGE:897992
IMAGE:416669,,,Hs.597744,0,W86507,chr3,17746711,17747191,+,IMAGE:416669
IMAGE:206994,INADL,ENSG00000132849,Hs.478125,10207,R98435,1,61980737,62402180,1,IMAGE:206994
IMAGE:682085,OSGIN2,ENSG00000164823,Hs.436445,734,AA256815,8,90983269,91009271,1,IMAGE:682085
IMAGE:28654,KIAA1012,ENSG00000153339,Hs.202001,22878,R14284,18,27663902,27777067,-1,IMAGE:28654
IMAGE:221898,LRRC39,ENSG00000122477,Hs.44277,127495,H83657,1,100386997,100416359,-1,IMAGE:221898
IMAGE:289027,ZNF746,ENSG00000181220,Hs.24643,155061,N59827,7,148800820,148825727,-1,IMAGE:289027
IMAGE:1492104,TUBB2C,ENSG00000188229,Hs.433615,10383,AA888148,9,139255532,139257980,1,IMAGE:1492104
IMAGE:79828,HD,ENSG00000197386,Hs.518450,3064,T64015,4,3046206,3215485,1,IMAGE:79828
IMAGE:155575,EPB41L1,ENSG00000106404,Hs.437422,2036,R71689,7,100662094,100667836,-1,IMAGE:155575
IMAGE:66406,URLC9,ENSG00000123485,Hs.532968,55355,T66935,2,234410228,234427951,-1,IMAGE:66406
IMAGE:139490,,,Hs.648558,0,BX116552,,,,,IMAGE:139490
IMAGE:297405,,,Hs.659909,0,BX114602,,,,,IMAGE:297405
IMAGE:323577,SLC4A2,ENSG00000164889,Hs.647069,6522,W45518,7,150387672,150404542,1,IMAGE:323577
